Date,Time,Trade No.,Type,Instrument,Price,Quantity,Value,Effect,Fees
4/1/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $210 put exp. 5/16/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/2/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $215 put exp. 5/16/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/3/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 5/16/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/4/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $180 put exp. 5/16/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/7/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $170 put exp. 5/23/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/8/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $160 put exp. 5/23/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/9/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $185 put exp. 5/23/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/10/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $180 put exp. 5/23/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/11/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 5/23/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/14/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $195 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/15/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/16/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $185 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/17/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $185 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $230 put exp. 4/17/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $225 put exp. 4/17/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $225 put exp. 4/17/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $225 put exp. 4/17/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $225 put exp. 4/17/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/17/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/21/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $180 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/22/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/23/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $195 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/24/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $200 put exp. 6/6/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/25/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $200 put exp. 6/6/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/25/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $225 put exp. 4/25/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/25/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/25/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/25/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $215 put exp. 4/25/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/25/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/25/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/25/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $210 put exp. 4/25/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/25/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/25/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/25/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $205 put exp. 4/25/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/25/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 4/25/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/25/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 4/25/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
4/28/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $200 put exp. 6/6/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/29/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $200 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
4/30/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $200 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/1/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $205 put exp. 6/13/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/2/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $195 put exp. 6/13/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/2/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $205 put exp. 5/2/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/2/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 5/2/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/2/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $205 put exp. 5/2/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/2/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $205 put exp. 5/2/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/2/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $205 put exp. 5/2/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/2/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $210 put exp. 5/2/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/2/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/2/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/5/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/6/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/7/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $185 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/8/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/9/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/9/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $215 put exp. 5/9/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/9/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/9/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/9/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $205 put exp. 5/9/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/9/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/9/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/12/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $200 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/13/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $200 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/14/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $200 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/15/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $200 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/16/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $200 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/16/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $215 put exp. 5/16/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/16/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/16/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/16/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $210 put exp. 5/16/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/16/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $210 put exp. 5/16/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/16/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $210 put exp. 5/16/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/16/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $215 put exp. 5/16/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/16/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/16/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/16/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $190 put exp. 5/16/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/16/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $180 put exp. 5/16/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/19/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $200 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/20/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $195 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/21/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/22/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 7/3/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/23/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $185 put exp. 7/3/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/23/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $170 put exp. 5/23/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/23/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $160 put exp. 5/23/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/23/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $185 put exp. 5/23/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/23/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $180 put exp. 5/23/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/23/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $190 put exp. 5/23/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/27/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 7/18/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/28/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 7/18/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/29/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 7/11/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/30/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 7/11/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
5/30/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $195 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/30/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $190 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/30/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $185 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/30/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $185 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/30/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $180 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/30/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $190 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
5/30/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $195 put exp. 5/30/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/2/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 7/18/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/3/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $195 put exp. 7/18/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/4/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $195 put exp. 7/18/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/5/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 7/18/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/6/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $195 put exp. 7/18/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/6/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 6/6/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/6/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 6/6/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/6/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 6/6/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/9/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 7/25/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/10/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $195 put exp. 7/25/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/11/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 7/25/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/12/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 7/25/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/13/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $185 put exp. 7/25/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/13/2025,11:00:00 PM GMT+3,1/1/1970,exercise,AAPL $205 put exp. 6/13/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/13/2025,11:00:00 PM GMT+3,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/13/2025,11:00:00 PM GMT+3,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/13/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $195 put exp. 6/13/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/16/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 8/1/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/17/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $185 put exp. 8/1/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/18/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $185 put exp. 8/1/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/20/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 8/1/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/20/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/20/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/20/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $190 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/20/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $190 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/20/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $185 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/20/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $190 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/20/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $190 put exp. 6/20/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/23/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 8/1/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/24/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 8/15/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/25/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 8/15/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/26/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 8/8/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/27/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $190 put exp. 8/8/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
6/27/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/27/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/27/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/27/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/27/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/27/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $200 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/27/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $195 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/27/2025,11:00:00 PM GMT+3,1/1/1970,expiration,AAPL $190 put exp. 6/27/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
6/30/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $195 put exp. 8/15/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
7/1/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $195 put exp. 8/15/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
7/2/2025,10:45:00 PM GMT+3,1/1/1970,sell to open,AAPL $200 put exp. 8/15/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
