Date,Time,Trade No.,Type,Instrument,Price,Quantity,Value,Effect,Fees
2025/05/13 00:00:00,10:45:00 PM GMT+3,52,sell to open,AAPL $200 put exp. 6/27/2025,305.0,1,305,credit,1.142
2025/05/14 00:00:00,10:45:00 PM GMT+3,53,sell to open,AAPL $200 put exp. 6/27/2025,365.0,1,365,credit,1.142
2025/05/15 00:00:00,10:45:00 PM GMT+3,54,sell to open,AAPL $200 put exp. 6/27/2025,360.0,1,360,credit,1.142
2025/05/16 00:00:00,10:45:00 PM GMT+3,55,sell to open,AAPL $200 put exp. 6/27/2025,320.0,1,320,credit,1.142
2025/05/16 00:00:00,11:00:00 PM GMT+3,18,exercise,AAPL $215 put exp. 5/16/2025,0.0,1,0,debit,5.0
2025/05/16 00:00:00,11:00:00 PM GMT+3,18,assignment,AAPL shares,215.0,100,21500,debit,0.0
2025/05/16 00:00:00,11:00:00 PM GMT+3,18,sell to close,AAPL shares,211.26,100,21126,credit,0.0
2025/05/16 00:00:00,11:00:00 PM GMT+3,19,expiration,AAPL $210 put exp. 5/16/2025,0.0,1,0,debit,0.0
2025/05/16 00:00:00,11:00:00 PM GMT+3,22,expiration,AAPL $210 put exp. 5/16/2025,0.0,1,0,debit,0.0
2025/05/16 00:00:00,11:00:00 PM GMT+3,23,expiration,AAPL $210 put exp. 5/16/2025,0.0,1,0,debit,0.0
2025/05/16 00:00:00,11:00:00 PM GMT+3,24,exercise,AAPL $215 put exp. 5/16/2025,0.0,1,0,debit,5.0
2025/05/16 00:00:00,11:00:00 PM GMT+3,24,assignment,AAPL shares,215.0,100,21500,debit,0.0
2025/05/16 00:00:00,11:00:00 PM GMT+3,24,sell to close,AAPL shares,211.26,100,21126,credit,0.0
2025/05/16 00:00:00,11:00:00 PM GMT+3,25,expiration,AAPL $190 put exp. 5/16/2025,0.0,1,0,debit,0.0
2025/05/16 00:00:00,11:00:00 PM GMT+3,26,expiration,AAPL $180 put exp. 5/16/2025,0.0,1,0,debit,0.0
2025/05/19 00:00:00,10:45:00 PM GMT+3,56,sell to open,AAPL $200 put exp. 6/27/2025,395.0,1,395,credit,1.142
2025/05/20 00:00:00,10:45:00 PM GMT+3,57,sell to open,AAPL $195 put exp. 6/27/2025,332.0,1,332,credit,1.142
2025/05/21 00:00:00,10:45:00 PM GMT+3,58,sell to open,AAPL $190 put exp. 6/27/2025,362.0,1,362,credit,1.142
2025/05/22 00:00:00,10:45:00 PM GMT+3,59,sell to open,AAPL $190 put exp. 7/3/2025,417.0,1,417,credit,1.142
2025/05/23 00:00:00,10:45:00 PM GMT+3,60,sell to open,AAPL $185 put exp. 7/3/2025,450.0,1,450,credit,1.142
2025/05/23 00:00:00,11:00:00 PM GMT+3,27,expiration,AAPL $170 put exp. 5/23/2025,0.0,1,0,debit,0.0
2025/05/23 00:00:00,11:00:00 PM GMT+3,28,expiration,AAPL $160 put exp. 5/23/2025,0.0,1,0,debit,0.0
2025/05/23 00:00:00,11:00:00 PM GMT+3,29,expiration,AAPL $185 put exp. 5/23/2025,0.0,1,0,debit,0.0
2025/05/23 00:00:00,11:00:00 PM GMT+3,30,expiration,AAPL $180 put exp. 5/23/2025,0.0,1,0,debit,0.0
2025/05/23 00:00:00,11:00:00 PM GMT+3,31,expiration,AAPL $190 put exp. 5/23/2025,0.0,1,0,debit,0.0
2025/05/27 00:00:00,10:45:00 PM GMT+3,61,sell to open,AAPL $190 put exp. 7/18/2025,480.0,1,480,credit,1.142
2025/05/28 00:00:00,10:45:00 PM GMT+3,62,sell to open,AAPL $190 put exp. 7/18/2025,430.0,1,430,credit,1.142
2025/05/29 00:00:00,10:45:00 PM GMT+3,63,sell to open,AAPL $190 put exp. 7/11/2025,430.0,1,430,credit,1.142
2025/05/30 00:00:00,10:45:00 PM GMT+3,64,sell to open,AAPL $190 put exp. 7/11/2025,400.0,1,400,credit,1.142
2025/05/30 00:00:00,11:00:00 PM GMT+3,32,expiration,AAPL $195 put exp. 5/30/2025,0.0,1,0,debit,0.0
2025/05/30 00:00:00,11:00:00 PM GMT+3,33,expiration,AAPL $190 put exp. 5/30/2025,0.0,1,0,debit,0.0
2025/05/30 00:00:00,11:00:00 PM GMT+3,34,expiration,AAPL $185 put exp. 5/30/2025,0.0,1,0,debit,0.0
2025/05/30 00:00:00,11:00:00 PM GMT+3,35,expiration,AAPL $185 put exp. 5/30/2025,0.0,1,0,debit,0.0
2025/05/30 00:00:00,11:00:00 PM GMT+3,36,expiration,AAPL $180 put exp. 5/30/2025,0.0,1,0,debit,0.0
2025/05/30 00:00:00,11:00:00 PM GMT+3,37,expiration,AAPL $190 put exp. 5/30/2025,0.0,1,0,debit,0.0
2025/05/30 00:00:00,11:00:00 PM GMT+3,38,expiration,AAPL $195 put exp. 5/30/2025,0.0,1,0,debit,0.0
2025/06/02 00:00:00,10:45:00 PM GMT+3,65,sell to open,AAPL $190 put exp. 7/18/2025,377.0,1,377,credit,1.142
2025/06/03 00:00:00,10:45:00 PM GMT+3,66,sell to open,AAPL $195 put exp. 7/18/2025,440.0,1,440,credit,1.142
2025/06/04 00:00:00,10:45:00 PM GMT+3,67,sell to open,AAPL $195 put exp. 7/18/2025,427.0,1,427,credit,1.142
2025/06/05 00:00:00,10:45:00 PM GMT+3,68,sell to open,AAPL $190 put exp. 7/18/2025,360.0,1,360,credit,1.142
2025/06/06 00:00:00,10:45:00 PM GMT+3,69,sell to open,AAPL $195 put exp. 7/18/2025,360.0,1,360,credit,1.142
2025/06/06 00:00:00,11:00:00 PM GMT+3,39,expiration,AAPL $200 put exp. 6/6/2025,0.0,1,0,debit,0.0
2025/06/06 00:00:00,11:00:00 PM GMT+3,40,expiration,AAPL $200 put exp. 6/6/2025,0.0,1,0,debit,0.0
2025/06/06 00:00:00,11:00:00 PM GMT+3,41,expiration,AAPL $200 put exp. 6/6/2025,0.0,1,0,debit,0.0
2025/06/09 00:00:00,10:45:00 PM GMT+3,70,sell to open,AAPL $190 put exp. 7/25/2025,370.0,1,370,credit,1.142
2025/06/10 00:00:00,10:45:00 PM GMT+3,71,sell to open,AAPL $195 put exp. 7/25/2025,425.0,1,425,credit,1.142
2025/06/11 00:00:00,10:45:00 PM GMT+3,72,sell to open,AAPL $190 put exp. 7/25/2025,405.0,1,405,credit,1.142
2025/06/12 00:00:00,10:45:00 PM GMT+3,73,sell to open,AAPL $190 put exp. 7/25/2025,392.0,1,392,credit,1.142
2025/06/13 00:00:00,10:45:00 PM GMT+3,74,sell to open,AAPL $185 put exp. 7/25/2025,345.0,1,345,credit,1.142
2025/06/13 00:00:00,11:00:00 PM GMT+3,44,exercise,AAPL $205 put exp. 6/13/2025,0.0,1,0,debit,5.0
2025/06/13 00:00:00,11:00:00 PM GMT+3,44,assignment,AAPL shares,205.0,100,20500,debit,0.0
2025/06/13 00:00:00,11:00:00 PM GMT+3,44,sell to close,AAPL shares,196.45,100,19645,credit,0.0
2025/06/13 00:00:00,11:00:00 PM GMT+3,45,expiration,AAPL $195 put exp. 6/13/2025,0.0,1,0,debit,0.0
2025/06/16 00:00:00,10:45:00 PM GMT+3,75,sell to open,AAPL $190 put exp. 8/1/2025,472.0,1,472,credit,1.142
2025/06/17 00:00:00,10:45:00 PM GMT+3,76,sell to open,AAPL $185 put exp. 8/1/2025,420.0,1,420,credit,1.142
2025/06/18 00:00:00,10:45:00 PM GMT+3,77,sell to open,AAPL $185 put exp. 8/1/2025,375.0,1,375,credit,1.142
2025/06/20 00:00:00,10:45:00 PM GMT+3,78,sell to open,AAPL $190 put exp. 8/1/2025,400.0,1,400,credit,1.142
2025/06/20 00:00:00,11:00:00 PM GMT+3,42,expiration,AAPL $200 put exp. 6/20/2025,0.0,1,0,debit,0.0
2025/06/20 00:00:00,11:00:00 PM GMT+3,43,expiration,AAPL $200 put exp. 6/20/2025,0.0,1,0,debit,0.0
2025/06/20 00:00:00,11:00:00 PM GMT+3,46,expiration,AAPL $190 put exp. 6/20/2025,0.0,1,0,debit,0.0
2025/06/20 00:00:00,11:00:00 PM GMT+3,47,expiration,AAPL $190 put exp. 6/20/2025,0.0,1,0,debit,0.0
2025/06/20 00:00:00,11:00:00 PM GMT+3,48,expiration,AAPL $185 put exp. 6/20/2025,0.0,1,0,debit,0.0
2025/06/20 00:00:00,11:00:00 PM GMT+3,49,expiration,AAPL $190 put exp. 6/20/2025,0.0,1,0,debit,0.0
2025/06/20 00:00:00,11:00:00 PM GMT+3,50,expiration,AAPL $190 put exp. 6/20/2025,0.0,1,0,debit,0.0
2025/06/23 00:00:00,10:45:00 PM GMT+3,79,sell to open,AAPL $190 put exp. 8/1/2025,325.0,1,325,credit,1.142
2025/06/24 00:00:00,10:45:00 PM GMT+3,80,sell to open,AAPL $190 put exp. 8/15/2025,417.0,1,417,credit,1.142
2025/06/25 00:00:00,10:45:00 PM GMT+3,81,sell to open,AAPL $190 put exp. 8/15/2025,402.0,1,402,credit,1.142
2025/06/26 00:00:00,10:45:00 PM GMT+3,82,sell to open,AAPL $190 put exp. 8/8/2025,352.0,1,352,credit,1.142
2025/06/27 00:00:00,10:45:00 PM GMT+3,83,sell to open,AAPL $190 put exp. 8/8/2025,357.0,1,357,credit,1.142
2025/06/27 00:00:00,11:00:00 PM GMT+3,51,expiration,AAPL $200 put exp. 6/27/2025,0.0,1,0,debit,0.0
2025/06/27 00:00:00,11:00:00 PM GMT+3,52,expiration,AAPL $200 put exp. 6/27/2025,0.0,1,0,debit,0.0
2025/06/27 00:00:00,11:00:00 PM GMT+3,53,expiration,AAPL $200 put exp. 6/27/2025,0.0,1,0,debit,0.0
2025/06/27 00:00:00,11:00:00 PM GMT+3,54,expiration,AAPL $200 put exp. 6/27/2025,0.0,1,0,debit,0.0
2025/06/27 00:00:00,11:00:00 PM GMT+3,55,expiration,AAPL $200 put exp. 6/27/2025,0.0,1,0,debit,0.0
2025/06/27 00:00:00,11:00:00 PM GMT+3,56,expiration,AAPL $200 put exp. 6/27/2025,0.0,1,0,debit,0.0
2025/06/27 00:00:00,11:00:00 PM GMT+3,57,expiration,AAPL $195 put exp. 6/27/2025,0.0,1,0,debit,0.0
2025/06/27 00:00:00,11:00:00 PM GMT+3,58,expiration,AAPL $190 put exp. 6/27/2025,0.0,1,0,debit,0.0
2025/06/30 00:00:00,10:45:00 PM GMT+3,84,sell to open,AAPL $195 put exp. 8/15/2025,402.0,1,402,credit,1.142
2025/07/01 00:00:00,10:45:00 PM GMT+3,85,sell to open,AAPL $195 put exp. 8/15/2025,352.0,1,352,credit,1.142
2025/07/02 00:00:00,10:45:00 PM GMT+3,86,sell to open,AAPL $200 put exp. 8/15/2025,357.0,1,357,credit,1.142
2025/07/03 00:00:00,10:45:00 PM GMT+3,87,sell to open,AAPL $205 put exp. 8/15/2025,422.0,1,422,credit,1.142
2025/07/03 00:00:00,11:00:00 PM GMT+3,59,expiration,AAPL $190 put exp. 7/3/2025,0.0,1,0,debit,0.0
2025/07/03 00:00:00,11:00:00 PM GMT+3,60,expiration,AAPL $185 put exp. 7/3/2025,0.0,1,0,debit,0.0
2025/07/07 00:00:00,10:45:00 PM GMT+3,88,sell to open,AAPL $200 put exp. 8/22/2025,465.0,1,465,credit,1.142
2025/07/08 00:00:00,10:45:00 PM GMT+3,89,sell to open,AAPL $200 put exp. 8/22/2025,437.0,1,437,credit,1.142
2025/07/09 00:00:00,10:45:00 PM GMT+3,90,sell to open,AAPL $200 put exp. 8/22/2025,405.0,1,405,credit,1.142
2025/07/10 00:00:00,10:45:00 PM GMT+3,91,sell to open,AAPL $200 put exp. 8/22/2025,315.0,1,315,credit,1.142
2025/07/11 00:00:00,10:45:00 PM GMT+3,92,sell to open,AAPL $200 put exp. 8/22/2025,355.0,1,355,credit,1.142
2025/07/11 00:00:00,11:00:00 PM GMT+3,63,expiration,AAPL $190 put exp. 7/11/2025,0.0,1,0,debit,0.0
2025/07/11 00:00:00,11:00:00 PM GMT+3,64,expiration,AAPL $190 put exp. 7/11/2025,0.0,1,0,debit,0.0
2025/07/14 00:00:00,10:45:00 PM GMT+3,93,sell to open,AAPL $200 put exp. 8/29/2025,455.0,1,455,credit,1.142
2025/07/15 00:00:00,10:45:00 PM GMT+3,94,sell to open,AAPL $200 put exp. 8/29/2025,425.0,1,425,credit,1.142
2025/07/16 00:00:00,10:45:00 PM GMT+3,95,sell to open,AAPL $200 put exp. 8/29/2025,385.0,1,385,credit,1.142
2025/07/17 00:00:00,10:45:00 PM GMT+3,96,sell to open,AAPL $200 put exp. 8/29/2025,385.0,1,385,credit,1.142
2025/07/18 00:00:00,10:45:00 PM GMT+3,97,sell to open,AAPL $200 put exp. 8/29/2025,357.0,1,357,credit,1.142
2025/07/18 00:00:00,11:00:00 PM GMT+3,61,expiration,AAPL $190 put exp. 7/18/2025,0.0,1,0,debit,0.0
2025/07/18 00:00:00,11:00:00 PM GMT+3,62,expiration,AAPL $190 put exp. 7/18/2025,0.0,1,0,debit,0.0
2025/07/18 00:00:00,11:00:00 PM GMT+3,65,expiration,AAPL $190 put exp. 7/18/2025,0.0,1,0,debit,0.0
2025/07/18 00:00:00,11:00:00 PM GMT+3,66,expiration,AAPL $195 put exp. 7/18/2025,0.0,1,0,debit,0.0
2025/07/18 00:00:00,11:00:00 PM GMT+3,67,expiration,AAPL $195 put exp. 7/18/2025,0.0,1,0,debit,0.0
2025/07/18 00:00:00,11:00:00 PM GMT+3,68,expiration,AAPL $190 put exp. 7/18/2025,0.0,1,0,debit,0.0
2025/07/18 00:00:00,11:00:00 PM GMT+3,69,expiration,AAPL $195 put exp. 7/18/2025,0.0,1,0,debit,0.0
2025/07/21 00:00:00,10:45:00 PM GMT+3,98,sell to open,AAPL $200 put exp. 8/29/2025,307.0,1,307,credit,1.142
2025/07/22 00:00:00,10:45:00 PM GMT+3,99,sell to open,AAPL $205 put exp. 8/29/2025,400.0,1,400,credit,1.142
2025/07/23 00:00:00,10:45:00 PM GMT+3,100,sell to open,AAPL $205 put exp. 8/29/2025,400.0,1,400,credit,1.142
2025/07/24 00:00:00,10:45:00 PM GMT+3,101,sell to open,AAPL $205 put exp. 9/5/2025,387.0,1,387,credit,1.142
2025/07/25 00:00:00,10:45:00 PM GMT+3,102,sell to open,AAPL $205 put exp. 9/5/2025,402.0,1,402,credit,1.142
2025/07/25 00:00:00,11:00:00 PM GMT+3,70,expiration,AAPL $190 put exp. 7/25/2025,0.0,1,0,debit,0.0
2025/07/25 00:00:00,11:00:00 PM GMT+3,71,expiration,AAPL $195 put exp. 7/25/2025,0.0,1,0,debit,0.0
2025/07/25 00:00:00,11:00:00 PM GMT+3,72,expiration,AAPL $190 put exp. 7/25/2025,0.0,1,0,debit,0.0
2025/07/25 00:00:00,11:00:00 PM GMT+3,73,expiration,AAPL $190 put exp. 7/25/2025,0.0,1,0,debit,0.0
2025/07/25 00:00:00,11:00:00 PM GMT+3,74,expiration,AAPL $185 put exp. 7/25/2025,0.0,1,0,debit,0.0
2025/07/28 00:00:00,10:45:00 PM GMT+3,103,sell to open,AAPL $205 put exp. 9/5/2025,392.0,1,392,credit,1.142
2025/07/29 00:00:00,10:45:00 PM GMT+3,104,sell to open,AAPL $200 put exp. 9/19/2025,420.0,1,420,credit,1.142
2025/07/30 00:00:00,10:45:00 PM GMT+3,105,sell to open,AAPL $200 put exp. 9/19/2025,515.0,1,515,credit,1.142
2025/07/31 00:00:00,10:45:00 PM GMT+3,106,sell to open,AAPL $200 put exp. 9/12/2025,472.0,1,472,credit,1.142
2025/08/01 00:00:00,10:45:00 PM GMT+3,107,sell to open,AAPL $190 put exp. 9/12/2025,298.0,1,298,credit,1.142
2025/08/01 00:00:00,11:00:00 PM GMT+3,75,expiration,AAPL $190 put exp. 8/1/2025,0.0,1,0,debit,0.0
