Date,Time,Trade No.,Type,Instrument,Price,Quantity,Value,Effect,Fees
1/2/2026,11:00:00 PM GMT+2,79,expiration,AAPL $255 put exp. 1/2/2026,0,1,0,debit,0
1/2/2026,11:00:00 PM GMT+2,80,expiration,AAPL $260 put exp. 1/2/2026,0,1,0,debit,0
1/2/2026,11:00:00 PM GMT+2,81,expiration,AAPL $265 put exp. 1/2/2026,0,1,0,debit,0
1/5/2026,10:45:00 PM GMT+2,108,sell to open,AAPL $255 put exp. 2/20/2026,410,1,410,credit,1.142
1/6/2026,10:45:00 PM GMT+2,109,sell to open,AAPL $250 put exp. 2/20/2026,395,1,395,credit,1.142
1/7/2026,10:45:00 PM GMT+2,110,sell to open,AAPL $250 put exp. 2/20/2026,465,1,465,credit,1.142
1/8/2026,10:45:00 PM GMT+2,111,sell to open,AAPL $245 put exp. 2/20/2026,405,1,405,credit,1.142
1/9/2026,10:45:00 PM GMT+2,112,sell to open,AAPL $245 put exp. 2/20/2026,332,1,332,credit,1.142
1/9/2026,11:00:00 PM GMT+2,83,exercise,AAPL $265 put exp. 1/9/2026,0,1,0,debit,5
1/9/2026,11:00:00 PM GMT+2,83,assignment,AAPL shares,265,100,26500,debit,0
1/9/2026,11:00:00 PM GMT+2,83,sell to close,AAPL shares,259.37,100,25937,credit,0
1/9/2026,11:00:00 PM GMT+2,84,exercise,AAPL $265 put exp. 1/9/2026,0,1,0,debit,5
1/9/2026,11:00:00 PM GMT+2,84,assignment,AAPL shares,265,100,26500,debit,0
1/9/2026,11:00:00 PM GMT+2,84,sell to close,AAPL shares,259.37,100,25937,credit,0
1/16/2026,11:00:00 PM GMT+2,82,exercise,AAPL $265 put exp. 1/16/2026,0,1,0,debit,5
1/16/2026,11:00:00 PM GMT+2,82,assignment,AAPL shares,265,100,26500,debit,0
1/16/2026,11:00:00 PM GMT+2,82,sell to close,AAPL shares,255.53,100,25553,credit,0
1/16/2026,11:00:00 PM GMT+2,85,exercise,AAPL $270 put exp. 1/16/2026,0,1,0,debit,5
1/16/2026,11:00:00 PM GMT+2,85,assignment,AAPL shares,270,100,27000,debit,0
1/16/2026,11:00:00 PM GMT+2,85,sell to close,AAPL shares,255.53,100,25553,credit,0
1/16/2026,11:00:00 PM GMT+2,86,exercise,AAPL $270 put exp. 1/16/2026,0,1,0,debit,5
1/16/2026,11:00:00 PM GMT+2,86,assignment,AAPL shares,270,100,27000,debit,0
1/16/2026,11:00:00 PM GMT+2,86,sell to close,AAPL shares,255.53,100,25553,credit,0
1/16/2026,11:00:00 PM GMT+2,87,exercise,AAPL $270 put exp. 1/16/2026,0,1,0,debit,5
1/16/2026,11:00:00 PM GMT+2,87,assignment,AAPL shares,270,100,27000,debit,0
1/16/2026,11:00:00 PM GMT+2,87,sell to close,AAPL shares,255.53,100,25553,credit,0
1/16/2026,11:00:00 PM GMT+2,88,exercise,AAPL $265 put exp. 1/16/2026,0,1,0,debit,5
1/16/2026,11:00:00 PM GMT+2,88,assignment,AAPL shares,265,100,26500,debit,0
1/16/2026,11:00:00 PM GMT+2,88,sell to close,AAPL shares,255.53,100,25553,credit,0
1/16/2026,11:00:00 PM GMT+2,89,exercise,AAPL $265 put exp. 1/16/2026,0,1,0,debit,5
1/16/2026,11:00:00 PM GMT+2,89,assignment,AAPL shares,265,100,26500,debit,0
1/16/2026,11:00:00 PM GMT+2,89,sell to close,AAPL shares,255.53,100,25553,credit,0
1/23/2026,11:00:00 PM GMT+2,90,exercise,AAPL $265 put exp. 1/23/2026,0,1,0,debit,5
1/23/2026,11:00:00 PM GMT+2,90,assignment,AAPL shares,265,100,26500,debit,0
1/23/2026,11:00:00 PM GMT+2,90,sell to close,AAPL shares,248.04,100,24804,credit,0
1/23/2026,11:00:00 PM GMT+2,91,exercise,AAPL $265 put exp. 1/23/2026,0,1,0,debit,5
1/23/2026,11:00:00 PM GMT+2,91,assignment,AAPL shares,265,100,26500,debit,0
1/23/2026,11:00:00 PM GMT+2,91,sell to close,AAPL shares,248.04,100,24804,credit,0
1/23/2026,11:00:00 PM GMT+2,92,exercise,AAPL $265 put exp. 1/23/2026,0,1,0,debit,5
1/23/2026,11:00:00 PM GMT+2,92,assignment,AAPL shares,265,100,26500,debit,0
1/23/2026,11:00:00 PM GMT+2,92,sell to close,AAPL shares,248.04,100,24804,credit,0
1/23/2026,11:00:00 PM GMT+2,93,exercise,AAPL $265 put exp. 1/23/2026,0,1,0,debit,5
1/23/2026,11:00:00 PM GMT+2,93,assignment,AAPL shares,265,100,26500,debit,0
1/23/2026,11:00:00 PM GMT+2,93,sell to close,AAPL shares,248.04,100,24804,credit,0
1/23/2026,11:00:00 PM GMT+2,94,exercise,AAPL $265 put exp. 1/23/2026,0,1,0,debit,5
1/23/2026,11:00:00 PM GMT+2,94,assignment,AAPL shares,265,100,26500,debit,0
1/23/2026,11:00:00 PM GMT+2,94,sell to close,AAPL shares,248.04,100,24804,credit,0
1/30/2026,11:00:00 PM GMT+2,95,exercise,AAPL $260 put exp. 1/30/2026,0,1,0,debit,5
1/30/2026,11:00:00 PM GMT+2,95,assignment,AAPL shares,260,100,26000,debit,0
1/30/2026,11:00:00 PM GMT+2,95,sell to close,AAPL shares,259.48,100,25948,credit,0
1/30/2026,11:00:00 PM GMT+2,96,exercise,AAPL $260 put exp. 1/30/2026,0,1,0,debit,5
1/30/2026,11:00:00 PM GMT+2,96,assignment,AAPL shares,260,100,26000,debit,0
1/30/2026,11:00:00 PM GMT+2,96,sell to close,AAPL shares,259.48,100,25948,credit,0
1/30/2026,11:00:00 PM GMT+2,97,exercise,AAPL $260 put exp. 1/30/2026,0,1,0,debit,5
1/30/2026,11:00:00 PM GMT+2,97,assignment,AAPL shares,260,100,26000,debit,0
1/30/2026,11:00:00 PM GMT+2,97,sell to close,AAPL shares,259.48,100,25948,credit,0
1/30/2026,11:00:00 PM GMT+2,98,exercise,AAPL $260 put exp. 1/30/2026,0,1,0,debit,5
1/30/2026,11:00:00 PM GMT+2,98,assignment,AAPL shares,260,100,26000,debit,0
1/30/2026,11:00:00 PM GMT+2,98,sell to close,AAPL shares,259.48,100,25948,credit,0
